STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
19880,56012260,7,,3,,,,,,6.40,N1
19881,56012261,,5.75,,,,,,,,
19882,56012262,,4,,,,3.75,7.25,,,
19883,56012264,7.60,,6.75,3.50,,,,,,
19884,56012265,4,4,,,,2.75,4.75,,,
19885,56012267,6,,3,4.75,,,,,,
19886,56012268,,6.25,,,,7.50,7.50,,,
19887,56012269,3.80,,3.25,4.75,,,,,,
19888,56012272,,8,,,,8.75,9,9.50,,
19889,56012273,,5.25,,,,6,8.25,,,
19890,56012275,8,,,8.50,8,,,,,
19891,56012276,4.60,,4,3.25,,,,,,
19892,56012277,7.80,,,7,7.75,,,,,
19893,56012278,7.20,,,8,7,,,,,
19894,56012279,,7,,,,9,8.75,9.50,,
19895,56012282,3.40,6,,,,5.25,6.50,7.50,,
19896,56012283,,3.75,,,,3.75,5.25,6.75,,
19897,56012284,7.60,8.50,,,,7.75,9.25,,,
19898,56012285,5,5,,,,5.25,6,7.50,2.40,N1
19899,56012286,8.20,,8,8,,,,,,
19900,56012287,4.20,6.75,,,,6.25,6.25,,,
19901,56012288,,5.25,,,,6,7.75,,,
19902,56012289,6.60,6,,,,6,6.75,,,
19903,56012290,7.40,7.25,8,6.75,,,,,,
19904,56012291,,5,,,,6,7.25,7.25,,
19905,56012292,1.80,3.50,,,,4.25,6.25,,,
19906,56012293,,6.50,,,,7.50,9,,,
19907,56012294,5.40,5,,,,5.75,6.75,,,
19908,56012295,,3.50,,,,2.50,5,,,
19909,56012296,,4.25,,,,3.25,6.50,,,
19910,56012297,,6.75,,,,9.25,9.25,,,
19911,56012299,3.40,,,4.25,6.50,,,,,
19912,56012301,,5,,,,3.50,7,,,
19913,56012302,,5.50,,,,5.75,5.50,,,
19914,56012303,7.60,8,,,,9,,,,
19915,56012304,4,3.75,,,,4.50,5.75,,,
19916,56012305,,3.25,,,,6,6.25,,,
19917,56012307,8.40,,,9,8.25,,,,,
19918,56012308,4.20,8.25,,,,,7.50,9,,
19919,56012309,8,,7.75,8.75,,,,,,
19920,56012310,8.40,,7.75,,,,,,7.60,N1
19921,56012311,8.20,8.75,,,,8.75,9.25,,,
19922,56012312,,7,,,,8.25,8.25,,,
19923,56012313,6.60,,,6.50,6.75,,,,,
19924,56012314,,6.75,,,,8.75,8.50,,,
19925,56012315,7.80,,7.75,7.25,,,,,,
19926,56012317,,8.50,,,,9,9,,,
19927,56012318,,5.50,,,,5,8,,,
19928,56012319,,5.75,,,,8.25,9,,,
19929,56012320,8,,6.25,7.25,,,,,5.20,N1
19930,56012321,,7.25,,,,,9.50,,7.20,N1
19931,56012322,,7,,,,7.50,8.75,,,
19932,56012323,,8.75,,,,9.25,,,9,N1
19933,56012325,7.20,7.50,,,,6.75,,,4.60,N1
19934,56012326,8.80,7.75,,,,,,,4.40,N1
19935,56012327,7.60,6.25,6.25,5.50,3,,,,2.20,N1
19936,56012328,7.80,,7.50,7.75,,,,,,
19937,56012330,6.20,,,,,,,,5.40,N1
19938,56012332,7.80,,4.50,6,,,,,,
19939,56012333,,5.25,,,,3.75,6.50,7.75,,
19940,56012335,,7.75,,,,8.75,9.50,,,
19941,56012336,8.40,,7.25,7,,,,,,
19942,56012337,6.60,5.25,,,,,,,4.40,N1
19943,56012338,8.20,,7.50,7.75,,,,,,
19944,56012339,,7.50,,,,8.75,8.50,,,
19945,56012340,7.80,,,7.75,,,,,7.80,N1
19946,56012342,,5.25,,,,9.75,9.25,,,
19947,56012343,,7.50,,,,8.25,9,,,
19948,56012344,,6.25,,,,9,9.75,,,
19949,56012345,3.80,3,,,,4.25,7,5.75,,
19950,56012346,,7.75,,,,8.75,9.25,,,
19951,56012349,,5,,,,5,6.50,,,
19952,56012350,,3.75,,,,7.25,6.75,,,
19953,56012351,5.20,,,,,,,,,
19954,56012352,4.60,,2.75,2.50,,,,,,
19955,56012353,,7.50,,,,8.25,9,,,
19956,56012354,,5,,,,5.50,6.75,,,
19957,56012355,,3.25,,,,6.75,8.25,,,
19958,56012356,,8.25,,,,,,,,
19959,56012357,8.40,7.75,,,,9,9.25,,,
19960,56012358,5,,5.75,4,5.25,,,,,
19961,56012359,6.20,,,4,4.75,,,,,
19962,56012360,,7.75,,,,,,,,
19963,56012361,8.20,,,9.25,9,,,,,
19964,56012365,2.40,5,,,,5,,,,
19965,56012366,,6.25,,,,7.25,8.75,,,
19966,56012367,7.60,,,7,7.25,,,,,
19967,56012368,3.40,5,,,,3,4,,,
19968,56012369,7.40,9,,,,9.25,9,,4.60,N1
19969,56012370,,7,,,,6.75,8.75,,,
19970,56012372,,7.25,,,,7.75,7.75,,,
19971,56012373,,6.25,,,,9.50,8.50,,,
19972,56012374,,5.75,,,,9.50,9.25,,,
19973,56012375,6.80,,5.50,4.75,4.75,,,,,
19974,56012377,6,,5.75,6.50,,,,,,
19975,56012378,,7.25,,,,8,9,,,
19976,56012379,5.40,,,,,5.25,,,2.80,N1
19977,56012380,,5.50,,,,5.25,6.50,,,
19978,56012381,8.20,,6.25,6.75,,,,,,
19979,56012382,,3.25,,,,6.25,7,7,,
19980,56012383,,7.50,,,,8.25,,9.50,,
19981,56012384,7.20,8.25,,,,6.25,,,3.80,N1
19982,56012385,2.80,,,3.75,3.75,,,,,
19983,56012386,5.20,5,,,,2.75,5.25,7,2,N1
19984,56012387,2.20,5.25,,,,6,6.25,,,
19985,56012388,8.60,,8.25,,,,,,8.40,N1
19986,56012389,7.60,,7.75,8.50,,,,,,
19987,56012390,,3.25,,,,5,5.75,,,
19988,56012391,,9,,,,10,9.50,,,
19989,56012392,6.60,,5.25,3.50,,,,,,
19990,56012394,,6.50,,,,4.50,8,,,
19991,56012395,,6,,,,8,7.75,,,
19992,56012396,7.60,7,,,,,8.25,,,
19993,56012397,7.60,7.25,,,,9.75,,,,
19994,56012398,,6.75,,,,6.25,9.25,,,
19995,56012399,,7,,,,7,8.50,9,,
19996,56012400,,3.75,,,,5.25,6.25,,,
19997,56012401,8,,7.25,8,6.50,,,,,
19998,56012402,,6,,,,6,7.75,,,
19999,56012403,7.20,8.75,,,,5.50,7.75,9.50,7,N1
20000,56012404,8.40,,8.25,7.75,,,,,,
20001,56012405,7,,6.50,5.25,,,,,,
20002,56012406,3.40,4.25,,,,6,7.75,,,
20003,56012407,,8,,,,5.25,7,,,
20004,56012408,6.80,,,4.75,6.75,,,,,
20005,56012410,8,8,,,,8.50,,,5.20,N1
20006,56012411,,8,,,,8.25,,9.75,,
20007,56012412,,8,,,,,,,,
20008,56012413,7.20,,6.25,,,,,,4.80,N1
20009,56012414,,7,,,,6.75,8.25,,,
20010,56012415,,3.50,,,,5.75,7.75,9.50,,
20011,56012416,,7.25,,,,6.50,7.50,,,
20012,56012418,,4.25,,,,7.25,7.25,,,
20013,56012419,7.80,7.50,,,,,,,7.40,N1
20014,56012420,7,9,,,,8.50,5.50,,,
20015,56012421,9.20,8.25,,,,,,,9.20,N1
20016,56012422,,2.50,,,,3.50,4.75,,,
20017,56012425,,5,,,,9.75,8.75,,,
20018,56012426,,5,,,,6.75,7.50,,,
20019,56012428,7,5.75,,,,5.50,6.75,,,
20020,56012429,,5.50,,,,4.25,5.25,,,
20021,56012430,,5,,,,5.50,6.50,,,
20022,56012431,,1.50,,,,4,6.50,,,
20023,56012433,,5.50,,,,7.25,7,,,
20024,57011518,2.40,4.25,,,,5,4,5.25,2.60,N1
20025,57011519,,8.50,,,,9.75,9.75,9.75,,
20026,57011520,,5.75,,,,6.75,8.75,8.25,,
20027,57011521,,4.50,,,,7.50,7.75,8.75,,
20028,57011522,,4,,,,8.50,8.50,9.25,,
20029,57011523,7,5.50,,,,4.25,4.75,7.75,3.20,N1
20030,57011524,6.20,4.25,,,,6.25,7.25,,,
20031,57011525,7.60,,,4,7,,,,,
20032,57011526,8.80,8,,,,6.75,,,5.80,N1
20033,57011527,,4.50,,,,,,,,
20034,57011528,,,,,,2.25,6.25,7,,
20035,57011529,,4.50,,,,5.25,6.75,,,
20036,57011530,,2.75,,,,4,4.50,7.50,,
20037,57011531,,4.75,,,,3.50,6.50,6.25,,
20038,57011533,,6.75,,,,9,9.25,10,,
20039,57011536,,4.75,,,,6.25,7.50,9,,
20040,57011537,7.40,,,,,8.25,8.25,,4.80,N1
20041,57011538,7.80,,8,6.25,5.75,,,,6.40,N1
20042,57011539,,5.25,,,,5.50,5,,,
20043,57011540,,6,,,,9.25,9.50,9.75,,
20044,57011541,6.40,6.25,,,,7,,,,
20045,57011542,,4.50,,,,,6.75,8,,
20046,57011543,,3.25,,,,5,7,,,
20047,57011544,,7,,,,7.75,9,9,,
20048,57011546,,2,,,,6.25,8,,,
20049,57011547,,4,,,,6,7.25,6.50,,
20050,57011548,8.40,,6.75,7.25,,,,,,
20051,57011549,7.80,7,7.50,,,,,,7.40,N1
20052,57011550,4.80,6.25,,,,7.50,8,9.25,,
20053,57011551,6.60,,2.50,3.50,,,,,,
20054,57011552,,4,,,,7,6.50,7.75,,
20055,57011553,,4.75,,,,5.75,6.75,8,,
20056,57011554,4,6.50,,,,9,8.50,9.25,,
20057,57011555,6.20,7.25,,,,9.75,9.75,9.25,,
20058,57011556,,4.75,,,,6,8,,,
20059,57011557,,7,,,,9.75,9.50,8.50,,
20060,57011558,,7,,,,9,9.25,9.75,,
20061,57011559,7.40,7.25,,,,9.75,9,9.75,,
20062,57011560,,7.75,,,,,,,,
20063,57011561,7.80,5.50,,,,8.75,8.25,9.75,,
20064,57011562,,4.50,,,,4.75,5.25,8.75,,
20065,57011563,3,6.75,,,,4,5.75,7,2.20,N1
20066,57011564,8.20,7.50,,,,,,,8.20,N1
20067,57011565,8.60,,9,8.50,7.50,,,,,
20068,57011566,8.20,,,8.50,8.25,,,,,
20069,57011567,,6.25,,,,9.75,9.25,10,,
20070,57011568,,6.50,,,,9.75,8.75,,,
20071,57011569,7.60,,7.25,7.50,7.75,,,,,
20072,57011570,,6.50,,,,7.25,8.75,8.75,,
20073,57011571,7.60,6.75,,,,,,,,
20074,57011573,4.60,7.50,,,,7,8.25,9.25,7.20,N1
20075,57011574,,5.50,,,,6.75,5.75,,,
20076,57011575,,5,,,,5,7.25,8.75,,
20077,57011576,6,5.50,,,,9.50,9.25,,,
20078,57011577,4.20,3,,,,5.50,5.25,7.25,2.40,N1
20079,57011578,4,,,,,7,8.25,8,,
20080,57011579,,5.50,,,,7.50,8.75,8.25,,
20081,57011580,,7.50,,,,9.25,8.75,,,
20082,57011581,,6.75,,,,6.50,8,9.25,,
20083,57011582,,4.75,,,,6.75,8.25,8.75,,
20084,57011584,3.80,5.50,,,,6.75,,,6,N1
20085,57011585,8,,,8.75,8.25,,,,,
20086,57011586,,7.25,,,,8.50,7.25,9,,
20087,57011587,7.80,,8,8.75,,,,,,
20088,57011588,,5,,,,8,8.75,8.75,,
20089,57011589,2,,,3.75,4.75,,,,,
20090,57011590,7,,,7.50,8.25,,,,,
20091,57011591,4.40,5,,,,8,9.50,9.25,,
20092,57011592,6.40,6.50,,,,,,,7.60,N1
20093,57011593,,4,,,,8.50,6.75,9.25,,
20094,57011594,,5,,,,7,7.75,7.25,,
20095,57011595,6.60,,4.50,4,,,,,,
20096,57011596,,4,,,,2.75,5,5.75,,
20097,57011597,,4,,,,4.75,7,9.25,,
20098,57011598,,6.25,,,,8.75,8.75,9.25,,
20099,57011599,,7.25,,,,8.25,8.75,,,
20100,57011600,,6.75,,,,9,9.75,9.25,,
20101,57011601,,4.75,,,,4.25,5.75,8.25,,
20102,57011602,,6.75,,,,8,8.50,8.50,,
20103,57011603,,6.50,,,,4.50,6.50,5.25,,
20104,57011605,7.40,,6.50,8.75,,,,,,
20105,57011606,2.40,4.50,,,,5.25,5.25,7.50,,
20106,57011607,,6.25,,,,8.25,8.25,9,,
20107,57011608,3,5,,,,7.25,8.75,8.50,,
20108,57011609,,5.50,,,,7,7.75,9.75,,
20109,57011610,,5,,,,9.75,8.50,10,,
20110,57011612,,3.75,,,,5.50,8.25,8,,
20111,57011613,,3.75,,,,2.75,7,9,,
20112,57011615,,6.50,,,,9,9.75,9.50,,
20113,57011616,,4.25,,,,6,7.25,,,
20114,57011617,,5.25,,,,8.25,9.25,8.25,,
20115,57011618,,6.50,,,,8.50,8.50,9.50,,
20116,57011619,6.20,,,,,6.25,8.75,9.75,,
20117,57011620,,7,,,,7.25,8.25,7.75,,
20118,57011621,2.60,1.50,,,,5,7,,,
20119,57011622,7.40,,,8.25,,,,,7,N1
20120,57011623,8.80,,8.50,9.25,,,,,,
20121,57011624,,7,,,,3.75,6.75,6.50,,
20122,57011625,,3.75,,,,4.25,5,8.75,,
20123,57011628,2.40,5.25,,,,7.25,8.50,6.25,,
20124,57011629,,4.75,,,,4.25,4.50,7.25,,
20125,57011630,,4,,,,5,7.25,8.25,,
20126,57011631,,4.75,,,,8.50,9.25,8.75,,
20127,57011632,,2.50,,,,6.50,8,9.25,,
20128,57011633,8.20,,9,8.50,,,,,,
20129,57011635,8.40,,,8.25,9,,,,,
20130,57011636,,7.25,,,,7.50,8,9.75,,
20131,57011638,2.80,4.25,,,,3.25,4.75,,,
20132,57011639,,5.50,,,,5,7.75,8.25,,
20133,57011640,,6.25,,,,7.75,8.50,,,
20134,57011642,,5,,,,7,9,,,
20135,57011643,,6.25,,,,7,8.50,9.75,,
20136,57011644,,4.50,,,,8.75,9.25,9.50,,
20137,57011645,8,,,7.50,6.50,,,,,
20138,57011647,,3,,,,3.75,6.25,,,
20139,57011648,5.20,,3.25,,,,,,5.40,N1
20140,57011649,7.60,,7,5.50,,,,,,
20141,57011650,8,,7.75,,,,,,7,N1
20142,57011651,,5.75,,,,6.75,6.25,,,
20143,57011652,5.80,7.50,,,,9.25,10,9,,
20144,57011653,,4.75,,,,8.25,7.75,,,
20145,57011654,,5,,,,6,7,,,
20146,57011655,,4,,,,5.50,6.25,7,,
20147,57011656,3.20,4.50,,,,3.50,7.50,,,
20148,57011657,,4.75,,,,5,7.25,8.25,,
20149,57011658,7.60,6.25,7.50,5.75,6,,,,4.80,N1
20150,57011660,,6.50,,,,5.50,4.75,,,
20151,57011661,,5.25,,,,5,7.75,9,,
20152,57011663,,4.50,,,,7.25,8.75,,,
20153,57011665,,5.50,,,,9,9.50,9.25,,
20154,57011666,7.60,,,6.75,8,,,,,
20155,57011667,,4,,,,8.50,9,9.25,,
20156,57011668,6.60,6.25,,,,8.50,8.50,8.75,,
20157,57011669,7.80,,7.75,6.25,,,,,,
20158,57011670,,5.50,,,,9.25,7.75,9.25,,
20159,57011672,,6.92,,,,7.25,8.50,9.25,,
20160,57011673,,6.50,,,,7.25,8.25,,,
20161,57011674,7.40,,,8.25,7.50,,,,,
20162,57011675,,7.25,,,,9.25,10,8.25,,
20163,57011676,6.80,5,,,,,,,5.60,N1
20164,57011677,3,4.50,,,,2.50,4.75,,,
20165,57011678,,4,,,,5.25,7,6.75,,
20166,57011679,6.40,6.25,,,,5.50,5.50,8.25,,
20167,57011682,,5.25,,,,6.25,8.25,9.75,,
20168,57011683,,3.50,,,,3.50,7.75,9,,
20169,57011684,,4,,,,5.50,8.25,7.50,,
20170,57011685,3.40,3,,,,4.75,6,6.75,,
20171,57011686,,6.50,,,,9,8.75,,,
20172,57011687,,7.25,,,,7.50,8.50,,,
20173,57011688,5.40,,3,2.75,,,,,,
20174,57011689,,0.75,,,,4.25,3,6.75,,
20175,57011691,6.60,9,,,,,,,5.40,N1
20176,57011692,8.20,6.83,,,,7.25,8.25,9.50,2.60,N1
20177,57011693,,5.25,,,,4,7.25,,,
20178,57011694,,3,,,,5.50,7.25,7.25,,
20179,57011695,7,,6,5.75,,,,,,
20180,57011697,,4.50,,,,6.25,7,6.50,,
20181,57011698,2.20,7,,,,9.25,9.25,8.50,,
20182,57011699,,8,,,,,,,,
20183,57011700,,5.25,,,,,,,3.80,N1
20184,57011702,2.60,4.75,,,,4.75,6,,,
20185,57011703,3.60,6,,,,6.75,7.75,,,
20186,57011704,7.60,,7,,,,,,5.60,N1
20187,57011705,,4.50,,,,3.50,7,7.25,,
20188,57011706,,5.50,,,,8.25,9,,,
20189,57011707,,5.25,,,,7.75,7.50,6.25,,
20190,57011708,2.20,5,,,,5.25,7.25,8.25,,
20191,57011709,,5.25,,,,6.75,7.50,7.25,,
20192,57011710,,4.25,,,,4.75,7.50,8.25,,
20193,57011711,,8,,,,6.75,8.25,8.50,,
20194,57011712,8.20,,7,9.25,8.25,,,,,
20195,57011714,,3.25,,,,7.25,7.75,,,
20196,57011716,,5.25,,,,5.75,6,,,
20197,57011717,,5.25,,,,5.75,8.50,7.75,,
20198,57011718,5.60,6,,,,3.50,5.75,7,,
20199,57011719,,4,,,,6.50,8.25,8,,
20200,57011720,7.40,,5.75,3.50,6.25,,,,,
20201,57011721,,4.75,,,,5.75,7.25,,,
20202,57011722,5.60,6,,,,8.75,7.75,,,
20203,57011723,,5.75,,,,6.50,8.75,8.50,,
20204,57011724,3.40,7.25,,,,9.75,9.75,8.75,,
20205,57011725,6.60,4.50,,,,7.50,9.25,8.50,,
20206,57011726,,5.75,,,,6.50,7.25,6.75,,
20207,57011727,,8.50,,,,10,9.75,,,
20208,57011728,,6.50,,,,6,8.25,,4,N1
20209,57011730,7.60,,,6.50,8.50,,,,,
20210,57011731,,3.25,,,,3.75,6.50,,,
20211,58010063,3.40,,4,4.75,,,,,,
20212,58010064,,6.75,,,,3.75,6.75,,,
20213,58010065,,8.50,,,,9.50,9,,,
20214,58010066,,7.25,,,,6,7,,,
20215,58010067,,5.25,,,,7.50,8.50,,,
20216,58010068,,5.25,,,,3.75,7.50,,,
20217,58010069,,5.25,,,,9.50,9,,,
20218,58010070,,9,,,,8,9,,,
20219,58010071,7.20,8.50,,,,8.25,,,,
20220,58010072,,7.50,,,,7.25,8,,,
20221,58010073,,8.50,,,,6,8.25,,,
20222,58010074,4,6.50,,,,5.75,7.75,,,
20223,58010075,4.20,,3,,,,,,2.40,N1
20224,58010076,,6.75,,,,4.25,4.75,,,
20225,58010077,4.60,,3.75,3.75,,,,,,
20226,58010078,,7.50,,,,9,9.25,,,
20227,58010079,7.80,,7.50,,,,,,8.40,N1
20228,58010080,,6.25,,,,6.25,7.25,8.25,,
20229,58010081,,6.50,,,,5,7,,,
20230,58010082,,6.75,,,,6,7,,,
20231,58010083,,6.75,,,,5.50,8,,,
20232,58010084,,7.50,,,,6.25,7.25,,,
20233,58010085,,6.50,,,,5.50,7.50,,,
20234,58010086,,,,,,6.25,8,8.50,,
20235,58010087,,7.75,,,,7.25,8,8.50,,
20236,58010088,,8.25,,,,8.25,9.50,,,
20237,58010089,,7.50,,,,7.75,7.75,,,
20238,58010090,,8.75,,,,7.50,8.25,,,
20239,58010091,4.80,,,,,,,8.50,2.80,N1
20240,58010092,,5.75,,,,5,7.75,,,
20241,58010093,,5.50,,,,2.75,5,,,
20242,58010094,3,6.75,,,,4.25,,,,
20243,58010095,,7.50,,,,5.75,6.75,,,
20244,58010096,7,9,,,,8.25,9,9.50,4,N1
20245,58010097,,7.75,,,,7.50,8.50,7.25,,
20246,58010098,,8.25,,,,8.75,6.75,,,
20247,58010099,7.60,8.25,,7.25,6.75,,,,,
20248,58010100,,6.75,,,,4.75,8,8.50,,
20249,58010101,3.60,6,,,,8.50,,8.25,,
20250,58010102,8.20,,7.50,6.75,7.75,,,,7.80,N1
20251,58010103,7.80,,,7.50,,,,,8.60,N1
20252,58010104,,8,,,,8.75,8.75,,,
20253,58010105,4.20,5.75,,,,3.75,,,,
20254,58010106,,7,,,,6.25,7.75,,,
20255,58010107,,9,,,,,,,,
20256,58010108,,7,,,,6,6.50,,,
20257,58010109,,7.50,,,,6.25,7.75,,,
20258,58010110,,6.25,,,,7,8,,,
20259,58010111,,8.75,,,,7,6,,,
20260,58010112,,4,,,,4.25,4.50,,,
20261,58010113,3.80,,4.50,3.75,,,,,,
20262,58010114,,8.25,,,,7,7.75,,,
20263,58010115,,5.50,,,,4,5.50,,,
20264,58010116,,6.25,,,,5.25,5,,,
20265,58010117,2.20,5,,,,2.50,4.50,6.50,3,N1
20266,58010118,,8,,,,6.75,7.50,,,
20267,58010119,6.80,7.75,,,,5.25,6.75,,,
20268,58010120,,8.25,,,,5.25,7.75,,,
20269,58010121,,5.50,,,,5.75,8.25,,,
20270,58010122,,8.50,,,,7.25,7.75,,,
20271,58010123,,6.25,,,,4.50,4.25,,,
20272,58010124,,5.25,,,,3.25,2.75,,,
20273,58010125,,8.75,,,,9.50,9,9,,
20274,58010126,,8.50,,,,9.75,9.50,9,,
20275,58010127,7,,7.50,8.25,,,,,,
20276,58010128,6.40,,5.75,,,,,,5.80,N1
20277,58010129,7.20,8.75,,,,8.75,9.25,9.25,3.60,N1
20278,58010130,,6.75,,,,3.50,5,7.75,,
20279,58010131,5.60,,4,4.25,,,,,,
20280,58010133,8.80,9.25,,,,,,,8.20,N1
20281,58010134,8,,6.50,7.25,,,,,,
20282,58010135,,5.25,,,,4.25,5.75,,,
20283,58010136,,6,,,,4.25,5.75,,,
20284,58010137,,8,,,,5.50,8,,,
20285,58010138,,9,,,,8.75,9.25,,,
20286,58010139,5.60,,2.75,3.75,6.75,,,,,
20287,58010140,3.40,4.75,,,,5.25,,,,
20288,58010141,,7.50,,,,9.25,6.75,,,
20289,58010142,,6.50,,,,7,6.75,,,
20290,58010143,8.80,,8.75,9.25,,,,,,
20291,58010144,,6,,,,7,6.75,,,
20292,58010145,6.80,,5,,,,,,3.80,N1
20293,58010146,5.80,8.25,,,,,,,5.20,N1
20294,58010147,,3.75,,,,4.25,5.75,,,
20295,58010148,7.60,,,7.50,8.25,,,,,
20296,58010149,,5.75,,,,3.75,6.25,,,
20297,58010150,,7,,,,6,6.75,,,
20298,58010151,7.60,8.50,,,,6.75,,,4.80,N1
20299,58010152,,8.50,,,,7.50,8.25,8.25,,
20300,58010153,,8.75,,,,8.25,8.50,,,
20301,58010154,6.40,7.75,,,,5,9,,,
20302,58010155,,6.75,,,,4.50,7.50,,,
20303,58010156,,7.75,,,,8.75,9.50,,,
20304,58010157,,5,,,,2.50,4.50,,,
20305,58010158,,7.25,,,,7.25,7.50,,,
20306,58010159,6.60,,6,4.50,,,,,,
20307,58010160,,6,,,,6,6.75,,,
20308,58010161,,6.75,,,,6.50,8.50,,,
20309,58010162,,,,,,,,,8.40,N1
20310,58010163,7.20,7.75,,,,8.50,,,,
20311,58010164,,7.58,,,,8.50,8,,,
20312,58010165,,4.25,,,,5.25,3,,,
20313,58010166,,8.25,,,,8.75,8.50,,,
20314,58010167,8,,,9.75,9,,,,,
20315,58010168,6.20,6.75,,,,7.25,8.25,,,
20316,58010169,,6,,,,5.75,6,,,
20317,58010170,,7.25,,,,6.25,8,,,
20318,58010171,,6.50,,,,5.50,6.75,,,
20319,58010172,,,,,,,,,4,N1
20320,58010173,3,,4,1,,,,,,
20321,58010174,,7.75,,,,6.25,8,,,
20322,58010175,,8,,,,8.25,8.50,,,
20323,58010176,4.40,7.50,,,,6.75,6.75,8.50,2.80,N1
20324,58010177,,7,,,,7.25,8.50,,,
20325,58010178,,3.25,,,,5.75,8.25,,,
20326,58010179,,7.50,,,,6.50,9,9.50,,
20327,58010180,,7.50,,,,8.25,8.25,,,
20328,58010181,,5,,,,5,7.75,8,,
20329,58010182,,6.25,,,,5,8,,,
20330,58010183,,6.75,,,,5.50,6.50,,,
20331,58010184,,6.25,,,,5.25,6.75,,,
20332,58010186,,9,,,,8.75,9,,6.60,N4
20333,58010187,,3.50,,,,3.75,5,,,
20334,58010188,,5.75,,,,3.50,6.25,,,
20335,58010189,,7,,,,7.25,8.25,,,
20336,58010190,6.80,,5.50,3.25,5,,,,,
20337,58010191,8.60,,,8.50,8.75,,,,,
20338,58010192,,6,,,,4.75,6.75,,,
20339,58010193,,5.50,,,,4.50,5.75,,,
20340,58010194,,7.75,,,,5.25,5.50,7,,
20341,58010195,,6.50,,,,6.25,7,,,
20342,58010196,,7.50,,,,7.50,7.75,,,
20343,58010197,,5.50,,,,5.75,7,,,
20344,58010198,,7,,,,6,7.50,,,
20345,58010199,,5,,,,4.25,7,,,
20346,58010200,,6.75,,,,8.75,8.75,,,
20347,58010201,,8.50,,,,8.25,7.75,,,
20348,58010202,7,8.25,,,,6.50,7.75,,4.80,N1
20349,58010203,,6.75,,,,,6.75,8.25,,
20350,58010204,,7.75,,,,8,9.25,9,,
20351,58010205,,6.25,,,,7.50,7.75,,,
20352,58010206,,7.25,,,,4.75,8,,,
20353,58010207,8.40,,,9.25,8.25,,,,8.20,N1
20354,58010208,7.40,,,7.25,8.25,,,,,
20355,58010209,,6.50,,,,,6.50,,,
20356,58010210,7.80,,,7.75,7,,,,,
20357,58010211,7.20,,7.50,6.50,,,,,,
20358,58010212,,9,,,,9,9.50,,,
20359,58010213,,7.50,,,,8.75,9,,,
20360,58010214,,8.50,,,,8.25,,,5.20,N1
20361,58010215,3,7.75,,,,5,6.50,8,3.80,N1
20362,58010216,4,,3,,,,,,4,N1
20363,58010217,,5.25,,,,8.50,8,,,
20364,58010218,,8,,,,8,7.50,,,
20365,58010219,7.60,8.25,,,,,,,6,N1
20366,58010220,,7.75,,,,9,8,,,
20367,58010221,,8.50,,,,8,9,,,
20368,58010222,6.80,,6.75,4.75,,,,,,
20369,58010223,,7.75,,,,7.75,8.25,,,
20370,58010224,7.20,9.25,,,,6.75,7.75,,,
20371,58010225,,7.50,,,,9.75,9,,,
20372,58010226,8.20,,,8.75,8.75,,,,,
20373,58010227,3,4.50,,,,5.75,,,,
20374,58010228,2.60,4.50,,,,3.25,,,,
20375,58010229,6,7,,,,7.50,8,10,2.80,N1
20376,58010230,,5,,,,4.25,6.75,,,
20377,58010231,,6,,,,4.75,6,,,
20378,58010232,,6.50,,,,5,5,,,
20379,58010233,7.20,6.25,,,,6.25,,,,
20380,58010234,,5,,,,4,5.50,,,
20381,58010235,,5.25,,,,5.75,8,,,
20382,58010236,,5.50,,,,,6.75,8.75,,
20383,58010238,2.80,5.50,,,,3.50,,,,
20384,58010239,,7,,,,8,8.75,7.50,,
20385,58010240,,4.25,,,,3.50,2.75,,,
20386,58010242,,4.25,,,,5.50,6.50,7,,
20387,58010243,,5,,,,4,6.25,,,
20388,58010244,3.20,5,,,,4,5.25,,,
20389,58010245,,6.75,,,,7.50,8.25,,,
20390,58010246,,7.50,,,,9.50,8.50,,,
20391,58010247,5.80,,,,,6,8.50,8.50,,
20392,58010248,,5,,,,4.50,5,,,
20393,58010249,7,7,,,,8,9.25,,,
20394,58010250,4.80,5.75,,,,5.75,,,,
20395,58010251,,9,,,,8.75,8.75,,,
20396,58010252,6.20,8.50,,3.25,,,,,4.40,N1
20397,58010253,4.60,8.75,,,,6,,,,
20398,58010254,,7.50,,,,6.75,7.75,,,
20399,58010255,,5.50,,,,4,7,,,
20400,58010256,,7.50,,,,5.75,8.50,,,
20401,58010257,,5.25,,,,4.75,7.25,,,
20402,58010258,,5.75,,,,3.75,6.25,,,
20403,58010259,,6.75,,,,6.25,8,,,
20404,58010260,,7.25,,,,4.25,7.75,7,,
20405,58010261,,8.75,,,,9,9.50,,,
20406,58010262,5.60,,4,3.50,,,,,,
20407,58010263,,6.25,,,,3,5.50,,,
20408,58010264,6.60,7.75,,8,,,,,6.60,N1
20409,58010265,5.60,6.75,,,,6,,,,
20410,58010266,,5,,,,4,2.25,,,
20411,58010267,,7.25,,,,8,8.50,8.50,,
20412,58010268,8.20,7.75,7.50,8.25,,,,,,
20413,58010269,,7.50,,,,5.75,7,,,
20414,58010270,5,8,,,,8.25,,,,
20415,58010271,,5.75,,,,5.25,5,,,
20416,58010272,,5.75,,,,3.75,7,7,,
